Fecha,Nombre_hospital,Institucion,Estatus_capacidad_hospitalaria,Estatus_capacidad_UCI,Coordenadas
2020-06-16,"HOSPITAL GENERAL VALLE DE CHALCO ""DR. FERNANDO QUIROZ GUTIERREZ""",EDOMEX,Buena,Buena,"19.273775,-98.941609"
2020-06-17,HOSPITAL JUAREZ,SSA,Crítica,Media,"19.481829,-99.135576"
2020-06-17,ENRIQUE CABRERA,SEDESA,Media,Buena,"19.361675,-99.224432"
2020-06-17,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-06-17,HOSPITAL GENERAL IZTAPALAPA,SEDESA,Media,Buena,"19.343426,-99.027236"
2020-06-17,HOSPITAL GENERAL VILLA,SEDESA,Media,Buena,"19.480079,-99.103353"
2020-06-17,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,Media,Buena,"19.451398,-99.169565"
2020-06-17,HOSPITAL DE PEDIATRIA 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.407458,-99.152267"
2020-06-17,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Media,Crítica,"19.395912,-99.16161"
2020-06-17,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Media,Crítica,"19.307964,-99.130677"
2020-06-17,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Crítica,Crítica,"19.482375,-99.213046"
2020-06-17,HOSPITAL GENERAL 02 (CDMX SUR) VILLA COAPA (COY.),IMSS,Media,Crítica,"19.309194,-99.129593"
2020-06-17,UNIDAD MÓVIL TEMPORAL COVID,IMSS,Crítica,Crítica,"19.403082,-99.089177"
2020-06-17,HOSPITAL GENERAL REGIONAL 200,IMSS,Media,Buena,"19.742905,-98.972971"
2020-06-17,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Media,Buena,"19.259803,-98.893368"
2020-06-17,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Crítica,Media,"19.638165,-99.098892"
2020-06-17,HG JOSE MARIA MORELOS,ISSSTE,Media,Crítica,"19.363918,-98.995393"
2020-06-17,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Media,Buena,"19.358451,-99.172716"
2020-06-17,HR BICENTENARIO DE LA INDEPENDENCIA,ISSSTE,Media,Media,"19.628814,-99.163343"
2020-06-17,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Buena,Buena,"19.594136,-99.018679"
2020-06-17,"HOSPITAL GENERAL ATIZAPAN DE ZARAGOZA ""DR. SALVADOR GONZALEZ HERREJÓN""",EDOMEX,Buena,Media,"19.546322,-99.237491"
2020-06-17,"HOSPITAL GENERAL DE NEZAHUALCOYOTL ""GUSTAVO BAZ PRADA""",EDOMEX,Buena,Buena,"19.422253,-99.014892"
2020-06-17,"HOSPITAL GENERAL DE IXTAPALUCA ""PEDRO LOPEZ""",EDOMEX,Buena,Buena,"19.318829,-98.855366"
2020-06-18,HOSPITAL GENERAL DR. MANUEL GEA GONZÁLEZ,SSA,Media,Media,"19.290295,-99.160861"
2020-06-18,CITIBANAMEX,SSA,Media,Crítica,"19.439732,-99.224235"
2020-06-18,BELISARIO DOMINGUEZ,SEDESA,Media,Buena,"19.307226,-99.065356"
2020-06-18,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,Media,Media,"19.272165,-99.207846"
2020-06-18,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,Media,Buena,"19.451398,-99.169565"
2020-06-18,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Media,"19.466549,-99.145102"
2020-06-18,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Media,Media,"19.483221,-99.128448"
2020-06-18,HOSPITAL GENERAL DE ZONA 27 (CDMX NORTE),IMSS,Media,Media,"19.454776,-99.140007"
2020-06-18,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Crítica,Media,"19.405495,-99.1122"
2020-06-18,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Crítica,Media,"19.337137,-99.200142"
2020-06-18,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Crítica,Media,"19.482375,-99.213046"
2020-06-18,HOSPITAL GENERAL REGIONAL 196,IMSS,Media,Media,"19.529016,-99.030983"
2020-06-18,HOSPITAL GENERAL DE ZONA 53,IMSS,Media,Media,"19.356913,-98.990929"
2020-06-18,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Buena,"19.515133,-98.89145"
2020-06-18,HOSPITAL GENERAL DE ZONA 194,IMSS,Media,Buena,"19.4703,-99.234208"
2020-06-18,HOSPITAL GENERAL DE ZONA 57 (LA QUEBRADA),IMSS,Crítica,Crítica,"19.597387,-99.188426"
2020-06-18,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Crítica,Crítica,"19.530797,-99.222446"
2020-06-18,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Media,Buena,"19.259803,-98.893368"
2020-06-18,HG JOSE MARIA MORELOS,ISSSTE,Media,Crítica,"19.363918,-98.995393"
2020-06-18,HR PRIMERO DE OCTUBRE,ISSSTE,Crítica,Media,"19.486751,-99.133249"
2020-06-18,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Media,Media,"19.815198,-99.089196"
2020-06-18,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Buena,Buena,"19.594136,-99.018679"
2020-06-18,"HOSPITAL GENERAL ATIZAPAN DE ZARAGOZA ""DR. SALVADOR GONZALEZ HERREJÓN""",EDOMEX,Buena,Media,"19.546322,-99.237491"
2020-06-18,"HOSPITAL GENERAL NEZAHUALCOYOTL ""LA PERLA""",EDOMEX,Buena,Buena,"19.387963,-98.989442"
2020-06-18,"HOSPITAL GENERAL VALLE DE CHALCO ""DR. FERNANDO QUIROZ GUTIERREZ""",EDOMEX,Buena,Buena,"19.273775,-98.941609"
2020-06-19,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Crítica,Crítica,"19.289599,-99.155441"
2020-06-19,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Buena,Buena,"19.410839,-99.151941"
2020-06-19,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Crítica,Media,"19.290598,-99.153838"
2020-06-19,CITIBANAMEX,SSA,Media,Crítica,"19.439732,-99.224235"
2020-06-19,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Media,Media,"19.318796,-98.855353"
2020-06-19,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-06-19,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,Media,Media,"19.272165,-99.207846"
2020-06-19,HOSPITAL GENERAL VILLA,SEDESA,Media,Buena,"19.480079,-99.103353"
2020-06-19,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,Crítica,Buena,"19.451398,-99.169565"
2020-06-19,HOSPITAL GENERAL MILPA ALTA,SEDESA,Media,Buena,"19.200951,-99.01121"
2020-06-19,HOSPITAL TEPEPAN,SEDESA,Sin dato,Sin Dato,"19.275806,-99.144298"
2020-06-19,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Media,Crítica,"19.395912,-99.16161"
2020-06-19,HOSPITAL DE INFECTOLOGIA 01 LA RAZA (CDMX NORTE),IMSS,Media,Media,"19.464865,-99.144859"
2020-06-19,HOSPITAL GENERAL 01 (CDMX NORTE) LA RAZA,IMSS,Media,Buena,"19.39574,-99.161677"
2020-06-19,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Media,Media,"19.483221,-99.128448"
2020-06-19,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Media,Media,"19.405495,-99.1122"
2020-06-19,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Media,Crítica,"19.398836,-99.116913"
2020-06-19,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Crítica,Crítica,"19.337137,-99.200142"
2020-06-19,UNIDAD MÓVIL TEMPORAL COVID,IMSS,Crítica,Crítica,"19.403082,-99.089177"
2020-06-19,HOSPITAL GENERAL REGIONAL 196,IMSS,Media,Media,"19.529016,-99.030983"
2020-06-19,HOSPITAL GENERAL DE ZONA 53,IMSS,Media,Media,"19.356913,-98.990929"
2020-06-19,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Buena,"19.515133,-98.89145"
2020-06-19,HOSPITAL GENERAL DE ZONA 194,IMSS,Media,Buena,"19.4703,-99.234208"
2020-06-19,HG DARIO FERNANDEZ FIERRO,ISSSTE,Buena,Crítica,"19.363602,-99.188608"
2020-06-19,HG IGNACIO ZARAGOZA,ISSSTE,Media,Media,"19.389472,-99.045019"
2020-06-19,HR PRIMERO DE OCTUBRE,ISSSTE,Crítica,Media,"19.486751,-99.133249"
2020-06-19,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Crítica,Media,"19.815198,-99.089196"
2020-06-19,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Media,Media,"19.594136,-99.018679"
2020-06-19,"HOSPITAL GENERAL DE NAUCALPAN ""DR. MAXIMILIANO RUIZ CASTAÑEDA""",EDOMEX,Media,Buena,"19.468662,-99.234348"
2020-06-19,"HOSPITAL GENERAL CUAUTITLAN ""GRAL. JOSE VICENTE VILLADA""",EDOMEX,Crítica,Buena,"19.664586,-99.178557"
2020-06-19,"HOSPITAL GENERAL DE NEZAHUALCOYOTL ""GUSTAVO BAZ PRADA""",EDOMEX,Media,Buena,"19.422253,-99.014892"
2020-06-19,"HOSPITAL GENERAL DE ECATEPEC ""JOSÉ MARÍA RODRÍGUEZ""",EDOMEX,Buena,Buena,"19.514412,-99.038087"
2020-06-19,"HOSPITAL GENERAL AMECAMECA ""VALENTIN GOMEZ FARIAS""",EDOMEX,Buena,Buena,"19.144883,-98.785072"
2020-06-19,HOSPITAL GENERAL DE AXAPUSCO,EDOMEX,Crítica,Media,"19.732872,-98.769445"
2020-06-20,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Buena,Buena,"19.410839,-99.151941"
2020-06-20,INSTITUTO  NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Crítica,Media,"19.290598,-99.153838"
2020-06-20,CITIBANAMEX,SSA,Media,Crítica,"19.439732,-99.224235"
2020-06-20,GENERAL TLAHUAC,SEDESA,Buena,Buena,"19.287492,-99.052665"
2020-06-20,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,Media,Media,"19.272165,-99.207846"
2020-06-20,HOSPITAL GENERAL IZTAPALAPA,SEDESA,Buena,Buena,"19.343426,-99.027236"
2020-06-20,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,Crítica,Buena,"19.451398,-99.169565"
2020-06-20,HOSPITAL GENERAL MILPA ALTA,SEDESA,Buena,Buena,"19.200951,-99.01121"
2020-06-20,HOSPITAL TEPEPAN,SEDESA,Sin dato,Sin Dato,"19.275806,-99.144298"
2020-06-20,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Media,"19.466549,-99.145102"
2020-06-20,HOSPITAL GENERAL 01 (CDMX NORTE) LA RAZA,IMSS,Media,Buena,"19.39574,-99.161677"
2020-06-20,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Media,Media,"19.483221,-99.128448"
2020-06-20,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Crítica,Media,"19.482375,-99.213046"
2020-06-20,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Crítica,Buena,"19.467169,-99.143785"
2020-06-20,HOSPITAL GENERAL REGIONAL 72,IMSS,Media,Media,"19.542797,-99.205022"
2020-06-20,HOSPITAL GENERAL REGIONAL 200,IMSS,Media,Buena,"19.742905,-98.972971"
2020-06-20,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Buena,"19.515133,-98.89145"
2020-06-20,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Media,Crítica,"19.530797,-99.222446"
2020-06-20,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Buena,Media,"19.57007,-99.044009"
2020-06-20,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Media,Buena,"19.259803,-98.893368"
2020-06-20,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Crítica,Media,"19.638165,-99.098892"
2020-06-20,CENTRO MEDICO 20 DE NOVIEMBRE,ISSSTE,Media,Media,"19.37272,-99.171205"
2020-06-20,HG DARIO FERNANDEZ FIERRO,ISSSTE,Media,Crítica,"19.363602,-99.188608"
2020-06-20,HG JOSE MARIA MORELOS,ISSSTE,Media,Crítica,"19.363918,-98.995393"
2020-06-20,HR PRIMERO DE OCTUBRE,ISSSTE,Media,Media,"19.486751,-99.133249"
2020-06-20,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Media,Buena,"19.358451,-99.172716"
2020-06-20,"HOSPITAL GENERAL DE NAUCALPAN ""DR. MAXIMILIANO RUIZ CASTAÑEDA""",EDOMEX,Media,Buena,"19.468662,-99.234348"
2020-06-20,"HOSPITAL GENERAL DE ECATEPEC ""JOSÉ MARÍA RODRÍGUEZ""",EDOMEX,Buena,Buena,"19.514412,-99.038087"
2020-06-20,HOSPITAL GENERAL DE CHIMALHUACAN,EDOMEX,Buena,Buena,"19.419753,-98.97514"
2020-06-20,HOSPITAL GENERAL DE CHALCO,EDOMEX,Media,Buena,"19.268265,-98.893965"
2020-06-20,"HOSPITAL GENERAL TEXCOCO ""GUADALUPE VICTORIA"" BICENTENARIO",EDOMEX,Media,Media,"19.514309,-98.87175"
2020-06-22,CITIBANAMEX,SSA,Media,Crítica,"19.439732,-99.224235"
2020-06-22,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Media,Media,"19.318796,-98.855353"
2020-06-22,HOSPITAL GENERAL XOCO,SEDESA,Crítica,Buena,"19.360313,-99.162275"
2020-06-22,HOSPITAL GENERAL BALBUENA,SEDESA,Buena,Buena,"19.424195,-99.115412"
2020-06-22,HOSPITAL TEPEPAN,SEDESA,Sin dato,Sin Dato,"19.275806,-99.144298"
2020-06-22,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.466549,-99.145102"
2020-06-22,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Media,Media,"19.374431,-99.151203"
2020-06-22,HOSPITAL DE INFECTOLOGIA 01 LA RAZA (CDMX NORTE),IMSS,Media,Media,"19.464865,-99.144859"
2020-06-22,HOSPITAL GENERAL 01 (CDMX NORTE) LA RAZA,IMSS,Media,Buena,"19.39574,-99.161677"
2020-06-22,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Media,Media,"19.483221,-99.128448"
2020-06-22,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Media,Media,"19.405495,-99.1122"
2020-06-22,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Buena,Crítica,"19.398836,-99.116913"
2020-06-22,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Media,Media,"19.482375,-99.213046"
2020-06-22,HOSPITAL GENERAL 02 (CDMX SUR) VILLA COAPA (COY.),IMSS,Media,Media,"19.309194,-99.129593"
2020-06-22,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Media,Buena,"19.357566,-99.054269"
2020-06-22,HOSPITAL GENERAL REGIONAL 196,IMSS,Media,Media,"19.529016,-99.030983"
2020-06-22,HOSPITAL GENERAL REGIONAL 200,IMSS,Buena,Media,"19.742905,-98.972971"
2020-06-22,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Media,Crítica,"19.530797,-99.222446"
2020-06-22,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Media,Media,"19.57007,-99.044009"
2020-06-22,HG JOSE MARIA MORELOS,ISSSTE,Media,Media,"19.363918,-98.995393"
2020-06-22,HG TACUBA,ISSSTE,Crítica,Media,"19.454384,-99.191231"
2020-06-22,"HOSPITAL GENERAL DE NEZAHUALCOYOTL ""GUSTAVO BAZ PRADA""",EDOMEX,Buena,Media,"19.422253,-99.014892"
2020-06-22,"HOSPITAL GENERAL DE ECATEPEC ""JOSÉ MARÍA RODRÍGUEZ""",EDOMEX,Buena,Buena,"19.514412,-99.038087"
2020-06-22,"HOSPITAL GENERAL DE IXTAPALUCA ""PEDRO LOPEZ""",EDOMEX,Buena,Buena,"19.318829,-98.855366"
2020-06-22,HOSPITAL GENERAL DE CHALCO,EDOMEX,Buena,Buena,"19.268265,-98.893965"
2020-06-22,"HOSPITAL GENERAL VALLE DE CHALCO ""DR. FERNANDO QUIROZ GUTIERREZ""",EDOMEX,Buena,Buena,"19.273775,-98.941609"
2020-06-22,HOSPITAL GENERAL DE AXAPUSCO,EDOMEX,Crítica,Media,"19.732872,-98.769445"
2020-06-23,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Crítica,Crítica,"19.289599,-99.155441"
2020-06-23,HOSPITAL GENERAL DE MÉXICO,SSA,Media,Media,"19.4129258,-99.1520225"
2020-06-23,HOSPITAL JUAREZ,SSA,Media,Media,"19.481829,-99.135576"
2020-06-23,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Buena,Buena,"19.410839,-99.151941"
2020-06-23,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Media,Media,"19.318796,-98.855353"
2020-06-23,ENRIQUE CABRERA,SEDESA,Buena,Buena,"19.361675,-99.224432"
2020-06-23,HOSPITAL GENERAL VILLA,SEDESA,Media,Buena,"19.480079,-99.103353"
2020-06-23,HOSPITAL GENERAL DR. RUBÉN LEÑERO,SEDESA,Crítica,Buena,"19.451398,-99.169565"
2020-06-23,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.466549,-99.145102"
2020-06-23,HOSPITAL DE INFECTOLOGIA 01 LA RAZA (CDMX NORTE),IMSS,Buena,Media,"19.464865,-99.144859"
2020-06-23,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Media,Media,"19.398836,-99.116913"
2020-06-23,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Crítica,Media,"19.467169,-99.143785"
2020-06-23,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Media,Buena,"19.357566,-99.054269"
2020-06-23,HOSPITAL GENERAL REGIONAL 72,IMSS,Media,Media,"19.542797,-99.205022"
2020-06-23,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Buena,"19.515133,-98.89145"
2020-06-23,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Crítica,Crítica,"19.530797,-99.222446"
2020-06-23,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Buena,Buena,"19.259803,-98.893368"
2020-06-23,HOSPITAL GENERAL DE ZONA 76 (XALOSTOC),IMSS,Media,Buena,"19.526677,-99.082058"
2020-06-23,HG JOSE MARIA MORELOS,ISSSTE,Media,Media,"19.363918,-98.995393"
2020-06-23,HG DR FERNANDO QUIROZ,ISSSTE,Media,Buena,"19.394242,-99.194187"
2020-06-23,HR PRIMERO DE OCTUBRE,ISSSTE,Media,Media,"19.486751,-99.133249"
2020-06-23,HR LIC. ADOLFO LÓPEZ MATEOS,ISSSTE,Media,Buena,"19.358451,-99.172716"
2020-06-23,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Crítica,Media,"19.815198,-99.089196"
2020-06-23,HOSPITAL REGIONAL TLALNEPANTLA ISSEMYM,EDOMEX,Crítica,Buena,"19.521706,-99.187341"
2020-06-23,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Buena,Media,"19.594136,-99.018679"
2020-06-23,"HOSPITAL GENERAL DE ECATEPEC ""JOSÉ MARÍA RODRÍGUEZ""",EDOMEX,Buena,Buena,"19.514412,-99.038087"
2020-06-23,"HOSPITAL GENERAL DE IXTAPALUCA ""PEDRO LOPEZ""",EDOMEX,Buena,Buena,"19.318829,-98.855366"
2020-06-23,"HOSPITAL GENERAL TEXCOCO ""GUADALUPE VICTORIA"" BICENTENARIO",EDOMEX,Media,Buena,"19.514309,-98.87175"
2020-06-23,"HOSPITAL GENERAL VALLE DE CHALCO ""DR. FERNANDO QUIROZ GUTIERREZ""",EDOMEX,Buena,Buena,"19.273775,-98.941609"
2020-06-24,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Crítica,Crítica,"19.289599,-99.155441"
2020-06-24,HOSPITAL GENERAL DE MÉXICO,SSA,Media,Media,"19.4129258,-99.1520225"
2020-06-24,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Buena,Buena,"19.410839,-99.151941"
2020-06-24,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Buena,Media,"19.318796,-98.855353"
2020-06-24,BELISARIO DOMINGUEZ,SEDESA,Media,Buena,"19.307226,-99.065356"
2020-06-24,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-06-24,HOSPITAL GENERAL XOCO,SEDESA,Crítica,Buena,"19.360313,-99.162275"
2020-06-24,HOSPITAL GENERAL VILLA,SEDESA,Media,Buena,"19.480079,-99.103353"
2020-06-24,HOSPITAL DE PEDIATRIA 01 CMN SIGLO XXI (CDMX SUR),IMSS,Buena,Buena,"19.407458,-99.152267"
2020-06-24,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,Media,Media,"19.395912,-99.16161"
2020-06-24,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Media,Buena,"19.374431,-99.151203"
2020-06-24,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Media,Buena,"19.483221,-99.128448"
2020-06-24,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Media,Media,"19.307964,-99.130677"
2020-06-24,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Media,Media,"19.482375,-99.213046"
2020-06-24,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Crítica,Media,"19.467169,-99.143785"
2020-06-24,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Buena,Buena,"19.357566,-99.054269"
2020-06-24,HOSPITAL GENERAL DE ZONA 194,IMSS,Crítica,Buena,"19.4703,-99.234208"
2020-06-24,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Crítica,Crítica,"19.530797,-99.222446"
2020-06-24,HG TACUBA,ISSSTE,Crítica,Media,"19.454384,-99.191231"
2020-06-24,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Crítica,Media,"19.815198,-99.089196"
2020-06-24,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Media,Media,"19.594136,-99.018679"
2020-06-24,"HOSPITAL GENERAL DE NAUCALPAN ""DR. MAXIMILIANO RUIZ CASTAÑEDA""",EDOMEX,Buena,Buena,"19.468662,-99.234348"
2020-06-24,"HOSPITAL GENERAL DE ECATEPEC ""JOSÉ MARÍA RODRÍGUEZ""",EDOMEX,Buena,Buena,"19.514412,-99.038087"
2020-06-24,"HOSPITAL GENERAL NEZAHUALCOYOTL ""LA PERLA""",EDOMEX,Buena,Buena,"19.387963,-98.989442"
2020-06-24,HOSPITAL GENERAL DE CHALCO,EDOMEX,Buena,Media,"19.268265,-98.893965"
2020-06-25,HOSPITAL JUAREZ,SSA,Media,Media,"19.481829,-99.135576"
2020-06-25,BELISARIO DOMINGUEZ,SEDESA,Media,Buena,"19.307226,-99.065356"
2020-06-25,ENRIQUE CABRERA,SEDESA,Buena,Buena,"19.361675,-99.224432"
2020-06-25,HOSPITAL GENERAL XOCO,SEDESA,Crítica,Buena,"19.360313,-99.162275"
2020-06-25,HOSPITAL GENERAL BALBUENA,SEDESA,Media,Buena,"19.424195,-99.115412"
2020-06-25,HOSPITAL DE INFECTOLOGIA 01 LA RAZA (CDMX NORTE),IMSS,Media,Media,"19.464865,-99.144859"
2020-06-25,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Media,Buena,"19.405495,-99.1122"
2020-06-25,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Crítica,Buena,"19.482375,-99.213046"
2020-06-25,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA (AZC),IMSS,Crítica,Media,"19.467169,-99.143785"
2020-06-25,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Buena,Buena,"19.357566,-99.054269"
2020-06-25,UNIDAD MÓVIL TEMPORAL COVID,IMSS,Crítica,Media,"19.403082,-99.089177"
2020-06-25,HOSPITAL GENERAL DE ZONA 53,IMSS,Media,Buena,"19.356913,-98.990929"
2020-06-25,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Media,Media,"19.57007,-99.044009"
2020-06-25,HG JOSE MARIA MORELOS,ISSSTE,Media,Media,"19.363918,-98.995393"
2020-06-25,HG TACUBA,ISSSTE,Crítica,Media,"19.454384,-99.191231"
2020-06-25,HG IGNACIO ZARAGOZA,ISSSTE,Media,Media,"19.389472,-99.045019"
2020-06-25,HR PRIMERO DE OCTUBRE,ISSSTE,Media,Media,"19.486751,-99.133249"
2020-06-25,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Buena,Media,"19.594136,-99.018679"
2020-06-25,"HOSPITAL GENERAL DE NAUCALPAN ""DR. MAXIMILIANO RUIZ CASTAÑEDA""",EDOMEX,Buena,Buena,"19.468662,-99.234348"
2020-06-25,"HOSPITAL GENERAL ATIZAPAN DE ZARAGOZA ""DR. SALVADOR GONZALEZ HERREJÓN""",EDOMEX,Buena,Media,"19.546322,-99.237491"
2020-06-25,HOSPITAL GENERAL DE CHIMALHUACAN,EDOMEX,Buena,Buena,"19.419753,-98.97514"
2020-06-25,"HOSPITAL GENERAL VALLE DE CHALCO ""DR. FERNANDO QUIROZ GUTIERREZ""",EDOMEX,Buena,Buena,"19.273775,-98.941609"
2020-06-26,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,Crítica,Crítica,"19.289599,-99.155441"
2020-06-26,HOSPITAL GENERAL DE MÉXICO,SSA,Media,Media,"19.4129258,-99.1520225"
2020-06-26,CITIBANAMEX,SSA,Media,Crítica,"19.439732,-99.224235"
2020-06-26,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Media,Media,"19.318796,-98.855353"
2020-06-26,GENERAL TLAHUAC,SEDESA,Buena,Buena,"19.287492,-99.052665"
2020-06-26,PEDIATRICO DE LA VILLA,SEDESA,Buena,Buena,"19.487355,-99.114316"
2020-06-26,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,Media,Media,"19.272165,-99.207846"
